articleCode,onClick,link,title,category,image,legalText,promotionalMarkerText,showPromotionalClubMarker,showPriceMarker,favouritesTracking,favouritesSavedText,favouritesNotSavedText,marketingMarkerText,marketingMarkerType,marketingMarkerCss,price,redPrice,yellowPrice,bluePrice,clubPriceText,sellingAttribute,swatchesTotal,swatches,preAccessStartDate,preAccessEndDate,preAccessGroups,outOfStockText,comingSoon,brandName,damStyleWith,fabric,POLYESTER,VISCOSE,POLYAMIDE,ELASTANE,LYOCELL,COTTON,RAMIE,LINEN,ACRYLIC,COTTON 100%POLYESTER,ELASTOMULTIESTER,SILK,MODAL,METALLISED FIBRE,LATEX,WOOL,CUPRO,ACETATE,ORGANIC COTTON,RECYCLED COTTON,RECYCLED POLYESTER,RECYCLED POLYAMIDE,TRUE HEMP,LEATHER,ALPACA,CASHMERE,OTHER FIBRES,SUSTAINABLE RECYCLED POLYESTER,SUSTAINABLE RECYCLED POLYAMIDE,SUSTAINABLE RECYCLED POLYESTER FROM TEXTILES,SUSTAINABLE RECYCLED COTTON,SUSTAINABLE ORGANIC COTTON,SUSTAINABLE RECYCLED LINEN,SUSTAINABLE RECYCLED STEEL,SUSTAINABLE RECYCLED WOOL,SUSTAINABLE RECYCLED CASHMERE,Date
1237887001,"setOsaParameters(utag_data.category_id,'SMALL','1237887001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNzg4N19ncm91cF8wMDFfZW5fZ2I7MTIzNzg4NzAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1237887001');",/en_gb/productpage.1237887001.html,Crochet-look vest top,ladies_tops,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/16/2a/162afffc4989735ab6b14beff58f05fb8d011751.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/51/7b/517ba82e9c840f9e1bf7213ce53b47a4b6b0164c.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Crochet-look vest top Model', 'dataAltText': 'Crochet-look vest top'}]",,,False,False,Favourites|1237887001|Crochet-look vest top|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£18.99,,,,,New Arrival,1,"[{'colorCode': '#B91623', 'articleLink': '/en_gb/productpage.1237887001.html', 'colorName': 'Bright red'}]",,,[],,,H&M,"1224419006,1237890001",",[Material] Polyester 100%, [Recycled] Recycled polyester 100%",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,20240521-103539
1237871002,"setOsaParameters(utag_data.category_id,'SMALL','1237871002'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNzg3MV9ncm91cF8wMDJfZW5fZ2I7MTIzNzg3MTAwMl9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1237871002');",/en_gb/productpage.1237871002.html,A-line dress,ladies_dresses_aline,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/68/3b/683b4bfe0975246d4483476eeb7d5641dc94b953.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/a8/4a/a84a7d9eefce20cee69fbc6310745979ee958963.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[4]&call=url[file:/product/style]', 'alt': 'A-line dress Model', 'dataAltText': 'A-line dress'}]",,,False,False,Favourites|1237871002|A-line dress|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£18.99,,,,,New Arrival,2,"[{'colorCode': '#FF0000', 'articleLink': '/en_gb/productpage.1237871002.html', 'colorName': 'Bright red'}, {'colorCode': '#EAE3D2', 'articleLink': '/en_gb/productpage.1237871001.html', 'colorName': 'Cream/Patterned'}]",,,[],,,H&M,,",[Material] Viscose 89%, Polyester 11%",11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240521-103539
1229821003,"setOsaParameters(utag_data.category_id,'SMALL','1229821003'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIyOTgyMV9ncm91cF8wMDNfZW5fZ2I7MTIyOTgyMTAwM19lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1229821003');",/en_gb/productpage.1229821003.html,Padded triangle bikini top,ladies_swimwear_bikinisets_tops,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/d0/a0/d0a0614e08878103db6fbb25fd2588c8a061c036.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/42/4c/424c17c60b099fe3e339d09eef848ee500d68688.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Padded triangle bikini top Model', 'dataAltText': 'Padded triangle bikini top'}]",,,False,False,Favourites|1229821003|Padded triangle bikini top|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£5.99,,,,,New Arrival,3,"[{'colorCode': '#7F202C', 'articleLink': '/en_gb/productpage.1229821003.html', 'colorName': 'Red'}, {'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1229821001.html', 'colorName': 'Black'}, {'colorCode': '#D3C185', 'articleLink': '/en_gb/productpage.1229821002.html', 'colorName': 'Light yellow'}]",,,[],,,H&M,"1229822003,1240829001",",[Shell] Polyamide 72%, Elastane 28% ,[Lining] Polyester 88%, Elastane 12% , [Recycled] Recycled polyamide 47%, Recycled polyester from textiles 30%",0,0,72,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,30,0,0,0,0,0,0,20240521-103539
1229825001,"setOsaParameters(utag_data.category_id,'SMALL','1229825001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIyOTgyNV9ncm91cF8wMDFfZW5fZ2I7MTIyOTgyNTAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1229825001');",/en_gb/productpage.1229825001.html,Padded-cup High-leg Bandeau swimsuit,ladies_swimwear_swimsuits,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/d8/76/d876bb20f40581ccf0da468eeb72ae8ffa3394cb.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/85/0a/850a2499cafa301ded1ade9960b411fcd7138884.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Padded-cup High-leg Bandeau swimsuit Model', 'dataAltText': 'Padded-cup High-leg Bandeau swimsuit'}]",,,False,False,Favourites|1229825001|Padded-cup High-leg Bandeau swimsuit|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£18.99,,,,,New Arrival,1,"[{'colorCode': '#F0EEED', 'articleLink': '/en_gb/productpage.1229825001.html', 'colorName': 'White'}]",,,[],,,H&M,"1240150001,1240189001",",[Shell] Polyamide 91%, Elastane 9% ,[Lining] Polyester 82%, Elastane 18% , [Recycled] Recycled polyamide 45%, Recycled polyester 41%",0,0,91,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,0,0,0,0,0,0,0,20240521-103539
1237687001,"setOsaParameters(utag_data.category_id,'SMALL','1237687001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNzY4N19ncm91cF8wMDFfZW5fZ2I7MTIzNzY4NzAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1237687001');",/en_gb/productpage.1237687001.html,Tiered maxi skirt,Ladies_skirts_highwaisted,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/17/ae/17ae02c3d9b0cadbb76b8629ccb20af9fdccf8cc.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/4a/e6/4ae6234251c54865f610440d7200d93c82546a27.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Tiered maxi skirt Model', 'dataAltText': 'Tiered maxi skirt'}]",,,False,False,Favourites|1237687001|Tiered maxi skirt|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£44.99,,,,,New Arrival,1,"[{'colorCode': '#F0EEED', 'articleLink': '/en_gb/productpage.1237687001.html', 'colorName': 'White'}]",,,[],,,H&M,1239574001,",[Shell] Lyocell 82%, Polyester 18% ,[Lining] Cotton 100% ",18,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240521-103539
1237882001,"setOsaParameters(utag_data.category_id,'SMALL','1237882001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNzg4Ml9ncm91cF8wMDFfZW5fZ2I7MTIzNzg4MjAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1237882001');",/en_gb/productpage.1237882001.html,Raffia-look cardigan,ladies_cardigansjumpers_cardigans,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/c2/0d/c20deb9a685131cad558ce49891894e2cff68a83.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/b7/22/b722ddd800f7981e6c3690e31af38078da7b3721.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Raffia-look cardigan Model', 'dataAltText': 'Raffia-look cardigan'}]",,,False,False,Favourites|1237882001|Raffia-look cardigan|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£42.99,,,,,New Arrival,1,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1237882001.html', 'colorName': 'Black'}]",,,[],,,H&M,"1217971001,1237700001,1237981001",",[Material] Polyester 100%",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240521-103539
1237700001,"setOsaParameters(utag_data.category_id,'SMALL','1237700001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNzcwMF9ncm91cF8wMDFfZW5fZ2I7MTIzNzcwMDAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1237700001');",/en_gb/productpage.1237700001.html,Raffia-look mini shorts,ladies_shorts,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/e8/7d/e87d9a84317a6abd9f1df0e31663bd0e84998273.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/4a/ca/4aca3e7c45fd74ef71a066ac9b939cf202688086.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Raffia-look mini shorts Model', 'dataAltText': 'Raffia-look mini shorts'}]",,,False,False,Favourites|1237700001|Raffia-look mini shorts|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£27.99,,,,,New Arrival,1,"[{'colorCode': '#272628', 'articleLink': '/en_gb/productpage.1237700001.html', 'colorName': 'Black'}]",,,[],,,H&M,"1217971001,1237882001,1237981001",",[Material] Polyester 100%",100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240521-103539
1237873002,"setOsaParameters(utag_data.category_id,'SMALL','1237873002'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNzg3M19ncm91cF8wMDJfZW5fZ2I7MTIzNzg3MzAwMl9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1237873002');",/en_gb/productpage.1237873002.html,Lace-up kaftan dress,ladies_dresses_kaftan,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/e7/15/e715db9644474d0500454e2596a2e46613ac1aed.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/29/68/2968f1e0ee9fb7b9f83973a74cabafb26eee75a3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Lace-up kaftan dress Model', 'dataAltText': 'Lace-up kaftan dress'}]",,,False,False,Favourites|1237873002|Lace-up kaftan dress|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£44.99,,,,,New Arrival,2,"[{'colorCode': '#AC2334', 'articleLink': '/en_gb/productpage.1237873002.html', 'colorName': 'Bright red'}, {'colorCode': '#EAE3D2', 'articleLink': '/en_gb/productpage.1237873001.html', 'colorName': 'Cream/Patterned'}]",,,[],,,H&M,1224741002,",[Material] Viscose 89%, Polyester 11%",11,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240521-103539
1237985001,"setOsaParameters(utag_data.category_id,'SMALL','1237985001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNzk4NV9ncm91cF8wMDFfZW5fZ2I7MTIzNzk4NTAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1237985001');",/en_gb/productpage.1237985001.html,Broderie anglaise top,ladies_tops_croppedtops,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/2e/1e/2e1e4e7294b99dfc592b14a25179e721161b8591.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/2c/47/2c47b64ef70a74d67b362e53a7c90e8f704f04ed.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Broderie anglaise top Model', 'dataAltText': 'Broderie anglaise top'}]",,,False,False,Favourites|1237985001|Broderie anglaise top|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£37.99,,,,,New Arrival,1,"[{'colorCode': '#FFFFFF', 'articleLink': '/en_gb/productpage.1237985001.html', 'colorName': 'White'}]",,,[],,,H&M,1233270001,",[Material] Cotton 100%",0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240521-103539
1236119001,"setOsaParameters(utag_data.category_id,'SMALL','1236119001'); setNotificationTicket('Oy9wbHAvcHJvZHVjdC1saXN0LXdpdGgtY291bnQvcHJvZHVjdC1saXN0OyM7cHJvZHVjdF9rZXk7MTIzNjExOV9ncm91cF8wMDFfZW5fZ2I7MTIzNjExOTAwMV9lbl9nYjtPQkpFQ1RJVkUkO05PTkU6Tk9ORTsyMDs','1236119001');",/en_gb/productpage.1236119001.html,Broderie anglaise dress,ladies_dresses_shortdresses,"[{'src': '//lp2.hm.com/hmgoepprod?set=source[/2f/61/2f6186211defd834c9ece16f5f460d537cddb2bf.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]', 'dataAltImage': '//lp2.hm.com/hmgoepprod?set=source[/bc/f9/bcf9a9072405aed85bd3a258c5cee24dac7e66d3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[3]&call=url[file:/product/style]', 'alt': 'Broderie anglaise dress Model', 'dataAltText': 'Broderie anglaise dress'}]",,,False,False,Favourites|1236119001|Broderie anglaise dress|LADIES_NEWARRIVALS : CLOTHING_CLOTHING : VIEWALL_VIEW_ALL,SAVED AS FAVOURITE,SAVE AS FAVOURITE,,,,£54.99,,,,,New Arrival,1,"[{'colorCode': '#EEEDE1', 'articleLink': '/en_gb/productpage.1236119001.html', 'colorName': 'White'}]",,,[],,,H&M,1217971001,",[Shell] Cotton 100% ,[Lining] Cotton 100% ,[Embroidery] Polyester 100% ",0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20240521-103539
